item_canonical,canonical_norm,item_id_propose,label_fr_propose,item_code,taxo_l1,taxo_l3,score,confiance,nb_lignes,prix_moyen,annees,valider_oui_non
"Barreau en acier rapide ARS carré de 
12x12",barreau acier rapide ars carré,barreau_acier_rapide_ars_carre_10x10,Barreau en acier rapide ARS carré de 10x10,LG-202603-000102,Construction,Acier,1.0,AUTO,2,5525.0,2023-2023,OUI
"Barreau en acier rapide ARS carré de 
14x14",barreau acier rapide ars carré,barreau_acier_rapide_ars_carre_10x10,Barreau en acier rapide ARS carré de 10x10,LG-202603-000102,Construction,Acier,1.0,AUTO,2,6725.0,2023-2023,OUI
"Barreau en acier rapide ARS carré de 
16x16",barreau acier rapide ars carré,barreau_acier_rapide_ars_carre_10x10,Barreau en acier rapide ARS carré de 10x10,LG-202603-000102,Construction,Acier,1.0,AUTO,2,7937.5,2023-2023,OUI
Bazin riche(frais de teinture),bazin riche,bazin_riche,Bazin riche,LG-202603-000110,Textile,Bazin,1.0,AUTO,2,4750.0,2024-2024,OUI
Bazin riche getsner(frais de teinture),bazin riche getsner,bazin_riche_getsner_frais_teinture,Bazin riche getsner(frais de teinture),LG-202603-000114,Textile,Bazin,1.0,AUTO,2,8146.0,2024-2024,OUI
Câble de distribution U1000R 02 V 1x150,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,21408.5,2024-2024,OUI
Câble de distribution U1000R 02 V 1x240,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,21729.0,2024-2024,OUI
Câble de distribution U1000R 02 V 1x70,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,16740.5,2024-2024,OUI
Câble de distribution U1000R 02 V 4x50,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,17696.5,2024-2024,OUI
Câble de distribution U1000R 02 V 5x10,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,15591.5,2024-2024,OUI
Câble de distribution U1000R 02 V 5x16,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,14862.5,2024-2024,OUI
Câble de distribution U1000R 02 V 5x25,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,14046.5,2024-2024,OUI
Câble de distribution U1000R 02 V 5x6,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,2,13808.5,2024-2024,OUI
Camion (preciser type de camion),camion,camion,Camion,LG-202603-000311,Transport et vehicules,Camion,1.0,AUTO,2,124166.5,2024-2024,OUI
Carbone à main (a precisé la couleur,carbone main precisé couleur,carbone_main_precise_couleur,Carbone à main (a precisé la couleur,LG-202603-000318,Divers,Couleur,1.0,AUTO,2,4625.0,2023-2023,OUI
Chaussettes,chaussettes,chaussettes,Chaussettes,LG-202603-000355,Textile,Chaussette,1.0,AUTO,2,6312.5,2026-2026,OUI
Chaussure basse noire (arts martiaux) enpolyester,chaussure basse noire enpolyester,chaussure_basse_noire_arts_martiaux_enpolyester,Chaussure basse noire (arts martiaux) enpolyester,LG-202603-000359,Textile,Chaussure,1.0,AUTO,2,12683.5,2026-2026,OUI
Chemise de sous‑chemise,chemise sous chemise,chemise_sous-chemise,Chemise de sous-chemise,LG-202603-000371,Textile,Chemise,1.0,AUTO,2,35000.0,2023-2023,OUI
Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,10500.0,2023-2024,OUI
Ciseau A Os (Ciseau Frappe ) Osteotome 15 Mm,ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,12750.0,2023-2024,OUI
Ciseau A Os (Ciseau Frappe) Osteotome 15 Mm,ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,15250.0,2023-2024,OUI
Ciseau A Os (Ciseau Frappe) Osteotome 20mm,ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,17750.0,2023-2024,OUI
Ciseau A Os (Ciseau Frappe) Osteotome 20 Mm,ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,17750.0,2023-2024,OUI
"Ciseau A Os (Ciseau Frappe ) Osteotome 2,5 Mm",ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,8750.0,2023-2024,OUI
"Ciseau A Os (Ciseau Frappe) Osteotome 2,5 Mm",ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,9500.0,2023-2024,OUI
Ciseau A Os (Ciseau Frappe) Osteotome 5 Mm,ciseau osteotome,ciseau_os_ciseau_frappe_osteotome_10mm,Ciseau A Os (Ciseau Frappe) Osteotome 10 Mm,LG-202603-000401,Divers,Ciseau,1.0,AUTO,2,10250.0,2023-2024,OUI
Ciseau Gouge,ciseau gouge,ciseau_gouge,Ciseau Gouge,LG-202603-000398,Divers,Ciseau,1.0,AUTO,2,5500.0,2023-2024,OUI
Ciseau Gouge Bec De Canard,ciseau gouge bec canard,ciseau_gouge_bec_canard,Ciseau Gouge Bec De Canard,LG-202603-000399,Divers,Ciseau,1.0,AUTO,2,6500.0,2023-2024,OUI
Ciseau Gouge Grande,ciseau gouge grande,ciseau_gouge_grande,Ciseau Gouge Grande,LG-202603-000400,Divers,Ciseau,1.0,AUTO,2,7000.0,2023-2024,OUI
Ciseau Rouge,ciseau rouge,ciseau_rouge,Ciseau Rouge,LG-202603-000406,Divers,Ciseau,1.0,AUTO,2,6500.0,2023-2024,OUI
Ciseau Rouge Bec De Canard,ciseau rouge bec canard,ciseau_rouge_bec_canard,Ciseau Rouge Bec De Canard,LG-202603-000407,Divers,Ciseau,1.0,AUTO,2,7000.0,2023-2024,OUI
Ciseaux Courbes (Metzbaun Anatomique),ciseaux courbes,ciseaux_courbes_metzbaun_anatomique,Ciseaux Courbes (Metzbaun Anatomique),LG-202603-000408,Divers,Ciseau,1.0,AUTO,2,7500.0,2023-2024,OUI
Ciseaux Droits (Metzbaun (Fin)),ciseaux droits,ciseaux_droits_metzbaun_fin,Ciseaux Droits (Metzbaun (Fin)),LG-202603-000409,Divers,Ciseau,1.0,AUTO,2,6000.0,2023-2024,OUI
Compacteur (à preciser),compacteur,compacteur,Compacteur,LG-202603-000430,Construction,Compacteur,1.0,AUTO,2,341666.5,2024-2024,OUI
Compresse Impregnee (Cuticel Classique),compresse impregnee,compresse_impregnee_cuticel_classique,Compresse Impregnee (Cuticel Classique),LG-202603-000438,Sante et hygiene,Compresse,1.0,AUTO,2,3824.0,2023-2024,OUI
Creatinine 120 Cp/ 5 Cassettes,creatinine cassettes,creatinine_120_cp_5_cassettes,Creatinine 120 Cp/ 5 Cassettes,LG-202603-000525,Sante et hygiene,Creatinine,1.0,AUTO,2,25000.0,2023-2026,OUI
Creatinine Methode Cinetique 2x125ml / 25,creatinine methode cinetique,creatinine_methode_cinetique_2x125ml_25,Creatinine Methode Cinetique 2x125ml / 25,LG-202603-000526,Sante et hygiene,Creatinine,1.0,AUTO,2,25000.0,2023-2026,OUI
Creatinine Methode Cinetique 2x125ml/ 25,creatinine methode cinetique,creatinine_methode_cinetique_2x125ml_25,Creatinine Methode Cinetique 2x125ml / 25,LG-202603-000526,Sante et hygiene,Creatinine,1.0,AUTO,2,25000.0,2023-2026,OUI
Cuvette / 2*88,cuvette,cuvette_2*88,Cuvette / 2*88,LG-202603-000536,Art de la table,Cuvette,1.0,AUTO,2,10000.0,2023-2024,OUI
Cuvette Segm Rack P400,cuvette segm rack,cuvette_segm_rack_p400,Cuvette Segm Rack P400,LG-202603-000537,Art de la table,Cuvette,1.0,AUTO,2,10000.0,2023-2024,OUI
Dameuse (à preciser),dameuse,dameuse,Dameuse,LG-202603-000538,Construction,Dameuse,1.0,AUTO,2,209583.5,2024-2024,OUI
"Décoration de la Salle de réunion 
(dimension de reference de la salle voir 
CICB)",décoration salle réunion,decoration_salle_reunion_dimension_reference_salle_voir_cicb,Décoration de la Salle de réunion (dimension de reference de la salle voir CICB),LG-202603-000545,Mobilier,Decoration,1.0,AUTO,2,283333.5,2023-2024,OUI
Ecarteur De Hohman Bout Mousse Moyen,ecarteur hohman bout mousse moyen,ecarteur_hohman_bout_mousse_moyen,Ecarteur De Hohman Bout Mousse Moyen,LG-202603-000594,,,1.0,AUTO,2,425000.0,2023-2023,OUI
Echafaudage (à preciser),echafaudage,echafaudage,Echafaudage,LG-202603-000595,Construction,Echafaudage,1.0,AUTO,2,165625.0,2024-2024,OUI
Encre pour photocopieuse IR 2520 Canon,encre photocopieuse canon,encre_photocopieuse_ir_2270_canon,Encre pour photocopieuse IR 2270 Canon,LG-202603-000604,Fournitures bureau,Encre,1.0,AUTO,2,38500.0,2024-2024,OUI
Encre pour photocopieuse IR 3530 Canon,encre photocopieuse canon,encre_photocopieuse_ir_2270_canon,Encre pour photocopieuse IR 2270 Canon,LG-202603-000604,Fournitures bureau,Encre,1.0,AUTO,2,46750.0,2024-2024,OUI
Engrais NPKDAP Di AMMONINUM de,engrais npkdap ammoninum,engrais_npkdap_di_ammoninum,Engrais NPKDAP Di AMMONINUM de,LG-202603-000623,Agriculture,Engrais,1.0,AUTO,2,35825.0,2024-2024,OUI
Fénêtre métallique persiennée à lames orientable,fénêtre métallique persiennée lames orientable,fenetre_metallique_persiennee_lames_orientable,Fénêtre métallique persiennée à lames orientable,LG-202603-000660,,,1.0,AUTO,2,34833.5,2023-2023,OUI
"Feuilles de plaquage rouge larg 50 cm rouleau 
de 2,5 mètre",feuilles plaquage rouge larg rouleau mètre,feuilles_plaquage_rouge_larg_50cm_rouleau_2.5_metre,"Feuilles de plaquage rouge larg 50 cm rouleau 
de 2,5 mètre",LG-202603-000683,Fournitures bureau,Feuille,1.0,AUTO,2,14950.0,2024-2024,OUI
"Fils à coudre couleur differentes : ( Ecru, Blanc,Noir,Bleu Turquoise,Bleu Foncé,Vert,Violet,Orange,Rose,Rouge,jaune Or,Marron)",fils coudre couleur differentes,"fils_coudre_couleur_differentes_ecru,_blanc,noir,bleu_turquoise,bleu_fonce,vert,violet,orange,rose,rouge,jaune_or,marron","Fils à coudre couleur differentes : ( Ecru, Blanc,Noir,Bleu Turquoise,Bleu Foncé,Vert,Violet,Orange,Rose,Rouge,jaune Or,Marron)",LG-202603-000710,Textile,Fil,1.0,AUTO,2,4000.0,2026-2026,OUI
Fréquence :,fréquence,frequence,Fréquence :,LG-202603-000720,,,1.0,AUTO,2,443125.0,2023-2023,OUI
Gant d'entraîneur de boxe PF,gant entraîneur boxe,gant_entraineur_boxe,Gant d'entraîneur de boxe,LG-202603-000744,Sante et hygiene,Gants,1.0,AUTO,2,8875.0,2026-2026,OUI
"Gants de soudeur à poignets/paire, oxycopeur, mance de croûte 150mm, antichaleur conforme à la norme EN 420/EN 12477 GF",gants soudeur poignets paire oxycopeur mance croûte antichaleur conforme norme,"gants_soudeur_poignets_paire,_oxycopeur,_mance_croute_150mm,_antichaleur_conforme_norme_420_12477","Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",LG-202603-000767,Construction,Soudure,1.0,AUTO,2,7916.5,2026-2026,OUI
"Gants de soudeur à poignets/paire, oxycopeur,mance de croûte 150mm, antichaleurconforme à la norme EN 420/EN 12477 GF",gants soudeur poignets paire oxycopeur mance croûte antichaleurconforme norme,"gants_soudeur_poignets_paire,_oxycopeur,mance_croute_150mm,_antichaleurconforme_norme_420_12477_gf","Gants de soudeur à poignets/paire, oxycopeur,mance de croûte 150mm, antichaleurconforme à la norme EN 420/EN 12477 GF",LG-202603-000770,Construction,Soudure,1.0,AUTO,2,9250.0,2026-2026,OUI
"Gants de soudeur à poignets/paire, oxycopeur, mance de croûte 150mm, antichaleur conforme à la norme EN 420/EN 12477 MF",gants soudeur poignets paire oxycopeur mance croûte antichaleur conforme norme,"gants_soudeur_poignets_paire,_oxycopeur,_mance_croute_150mm,_antichaleur_conforme_norme_420_12477","Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",LG-202603-000767,Construction,Soudure,1.0,AUTO,2,9766.5,2026-2026,OUI
"Gants de soudeur à poignets/paire, oxycopeur,mance de croûte 150mm, antichaleurconforme à la norme EN 420/EN 12477 MF",gants soudeur poignets paire oxycopeur mance croûte antichaleurconforme norme,"gants_soudeur_poignets_paire,_oxycopeur,mance_croute_150mm,_antichaleurconforme_norme_420_12477_gf","Gants de soudeur à poignets/paire, oxycopeur,mance de croûte 150mm, antichaleurconforme à la norme EN 420/EN 12477 GF",LG-202603-000770,Construction,Soudure,1.0,AUTO,2,10500.0,2026-2026,OUI
"Gants de soudeur à trois doigts/paire pour soudure ARC/MAG, conforme à la norme en 420/EN 12477 GF",gants soudeur trois doigts paire soudure arc mag conforme norme,"gants_soudeur_trois_doigts_paire_soudure_arc_mag,_conforme_norme_420_12477","Gants de soudeur à trois doigts/paire pour 
soudure ARC/MAG, conforme à la norme en 
420/EN 12477",LG-202603-000773,Construction,Soudure,1.0,AUTO,2,9416.5,2026-2026,OUI
"Gants En Latex, Non Steriles Non Poudres M",gants latex non steriles non poudres,"gants_latex,_non_steriles_non_poudres_m","Gants En Latex, Non Steriles Non Poudres M",LG-202603-000762,Sante et hygiene,Gants,1.0,AUTO,2,4875.0,2023-2026,OUI
"Gants Sterile N7,5",gants sterile,gants_sterile_n7.5,"Gants Sterile N7,5",LG-202603-000777,Sante et hygiene,Gants,1.0,AUTO,2,1947.0,2023-2024,OUI
Huile A Immersion 100ml,huile immersion,huile_immersion_100ml,Huile A Immersion 100ml,LG-202603-000833,Alimentation,Huile,1.0,AUTO,2,10000.0,2023-2026,OUI
Journal Soft,journal soft,journal_soft,Journal Soft,LG-202603-000878,Presse et abonnements,Journal,1.0,AUTO,2,17450.0,2026-2026,OUI
Laine tout couleurs différentes:,laine tout couleurs différentes,laine_tout_couleurs_differentes,Laine tout couleurs différentes:,LG-202603-000911,Textile,Laine,1.0,AUTO,2,5875.0,2024-2024,OUI
"Laine tout couleurs différentes:(Crème,Rouge,Noir,Vert,Bleu,Jaune,Violet,Marron etc.....)",laine tout couleurs différentes,laine_tout_couleurs_differentes,Laine tout couleurs différentes:,LG-202603-000911,Textile,Laine,1.0,AUTO,2,8416.5,2026-2026,OUI
"Lait Loya 10kg
Moutarde de Dijon étiquette rouge 1000",lait loya moutarde dijon étiquette rouge,lait_loya_10kg_moutarde_dijon_etiquette_rouge_1000,"Lait Loya 10kg
Moutarde de Dijon étiquette rouge 1000",LG-202603-000936,Alimentation,Lait,1.0,AUTO,2,31500.0,2023-2023,OUI
"Lait Mixwell 25kg
Moutarde de Dijon étiquette rouge 1000",lait mixwell moutarde dijon étiquette rouge,lait_mixwell_25kg_moutarde_dijon_etiquette_rouge_1000,"Lait Mixwell 25kg
Moutarde de Dijon étiquette rouge 1000",LG-202603-000942,Alimentation,Lait,1.0,AUTO,2,72250.0,2023-2023,OUI
Lame,lame,lame,Lame,LG-202603-000960,,,1.0,AUTO,2,15000.0,2023-2024,OUI
Lamelle,lamelle,lamelle,Lamelle,LG-202603-000964,,,1.0,AUTO,2,14375.0,2023-2024,OUI
Ldl Direct Cp,ldl direct,ldl_direct_cp,Ldl Direct Cp,LG-202603-000970,,,1.0,AUTO,2,170000.0,2023-2024,OUI
Malaxeur (à preciser),malaxeur,malaxeur,Malaxeur,LG-202603-000992,,,1.0,AUTO,2,269583.5,2024-2024,OUI
"Mil (petit mil Sacs de 50kg)
Moutarde de Dijon étiquette rouge 1000",mil moutarde dijon étiquette rouge,mil_petit_mil_sacs_50kg_moutarde_dijon_etiquette_rouge_1000,"Mil (petit mil Sacs de 50kg)
Moutarde de Dijon étiquette rouge 1000",LG-202603-001025,Alimentation,Mil,1.0,AUTO,2,15375.0,2024-2024,OUI
Nettoyage graissage lubrification (Petite voiture),nettoyage graissage lubrification,nettoyage_graissage_lubrification_petite_voiture,"Nettoyage graissage lubrification (Petite 
voiture)",LG-202603-001052,Sante et hygiene,Nettoyage,1.0,AUTO,2,17500.0,2023-2026,OUI
Nettoyage graissage lubrification (véhicule 4x4),nettoyage graissage lubrification,nettoyage_graissage_lubrification_petite_voiture,"Nettoyage graissage lubrification (Petite 
voiture)",LG-202603-001052,Sante et hygiene,Nettoyage,1.0,AUTO,2,20833.5,2023-2026,OUI
"Papier des Imprimés des entêtes 
ministres et directeur",papier imprimés entêtes ministres directeur,papier_imprimes_entetes_ministres_directeur,"Papier des Imprimés des entêtes 
ministres et directeur",LG-202603-001074,Fournitures bureau,Papier,1.0,AUTO,2,12625.0,2023-2023,OUI
"Paquet fil TH rouleau de 100m Câble Diallo 
1,5-2,5",paquet fil rouleau câble diallo,paquet_fil_th_rouleau_100m_cable_diallo_1.5-2.5,"Paquet fil TH rouleau de 100m Câble Diallo 1,5-2,5",LG-202603-001096,Electricite,Cable,1.0,AUTO,2,48166.5,2024-2024,OUI
"Paquet fil TH rouleau de 100m Câble Diallo 1,5‑2,5",paquet fil rouleau câble diallo,paquet_fil_th_rouleau_100m_cable_diallo_1.5-2.5,"Paquet fil TH rouleau de 100m Câble Diallo 1,5-2,5",LG-202603-001096,Electricite,Cable,1.0,AUTO,2,25500.0,2023-2023,OUI
Paquet hanche,paquet hanche,paquet_hanche,Paquet hanche,LG-202603-001099,,,1.0,AUTO,2,14750.0,2026-2026,OUI
Peinture noire 250 g (Atlas ‑ Auto),peinture noire,peinture_noire_1kg,Peinture noire 1 kg,LG-202603-001116,Construction,Peinture,1.0,AUTO,2,1791.5,2023-2023,OUI
Pelle mecanique (preciser les types),pelle mecanique,pelle_mecanique,Pelle mecanique,LG-202603-001122,Construction,Pelle,1.0,AUTO,2,372500.0,2024-2024,OUI
Porte-chard,porte chard,porte-chard,Porte-chard,LG-202603-001181,,,1.0,AUTO,2,308750.0,2024-2024,OUI
Post‑it PF,post,post-it_mf,Post-it MF,LG-202603-001190,,,1.0,AUTO,2,2300.0,2023-2023,OUI
**Processeur : INTEL Core i3**,processeur intel core,**processeur_intel_core_i3**,**Processeur : INTEL Core i3**,LG-202603-000001,Informatique,Processeur,1.0,AUTO,2,457500.0,2023-2023,OUI
"Réparation de salon (chiffon plus tissu 
pour 4 fauteuils",réparation salon chiffon plus tissu fauteuils,reparation_salon_chiffon_plus_tissu_4_fauteuils,"Réparation de salon (chiffon plus tissu pour 4 
fauteuils",LG-202603-001226,Textile,Tissu,1.0,AUTO,2,163333.5,2023-2024,OUI
"Réparation nettoyage graissage et 
lubrification gros porteurs",réparation nettoyage graissage lubrification gros porteurs,reparation_nettoyage_graissage_lubrification_gros_porteurs,"Réparation nettoyage graissage et lubrification 
gros porteurs",LG-202603-001223,Sante et hygiene,Nettoyage,1.0,AUTO,2,95416.5,2023-2024,OUI
Réparation nettoyage graissage et lubrification gros porteurs,réparation nettoyage graissage lubrification gros porteurs,reparation_nettoyage_graissage_lubrification_gros_porteurs,"Réparation nettoyage graissage et lubrification 
gros porteurs",LG-202603-001223,Sante et hygiene,Nettoyage,1.0,AUTO,2,50000.0,2023-2026,OUI
Réparation nettoyage graissage etlubrification gros porteurs,réparation nettoyage graissage etlubrification gros porteurs,reparation_nettoyage_graissage_etlubrification_gros_porteurs,Réparation nettoyage graissage etlubrification gros porteurs,LG-202603-001220,Sante et hygiene,Nettoyage,1.0,AUTO,2,74500.0,2026-2026,OUI
"Révision de pompe de direction avec 
raccord troué",révision pompe direction raccord troué,revision_pompe_direction_raccord_troue,"Révision de pompe de direction avec raccord 
troué",LG-202603-001230,Plomberie et eau,Pompe,1.0,AUTO,2,10937.5,2023-2024,OUI
Tube en cuivre reduit diamètre 12 (Rouleau de15 m),tube cuivre reduit diamètre,tube_cuivre_reduit_diametre_12_rouleau_15_m,Tube en cuivre reduit diamètre 12 (Rouleau de 15 m),LG-202603-001428,Construction,Cuivre,1.0,AUTO,2,50433.5,2026-2026,OUI
Tube en cuivre reduit diamètre 14 (Rouleau de15 m),tube cuivre reduit diamètre,tube_cuivre_reduit_diametre_12_rouleau_15_m,Tube en cuivre reduit diamètre 12 (Rouleau de 15 m),LG-202603-001428,Construction,Cuivre,1.0,AUTO,2,57566.5,2026-2026,OUI
"Verre à boire ordinaire Duralux 6 unités
Séchoirs solaire pour le sechage des produits",verre boire ordinaire duralux unités séchoirs solaire sechage produits,verre_boire_duralux_6_unites_sechoirs_solaire_sechage_produits,"Verre à boire ordinaire Duralux 6 unités
Séchoirs solaire pour le sechage des produits",LG-202603-001437,Construction,Verre,1.0,AUTO,2,9100.0,2023-2023,OUI
Vibrateur (à preciser),vibrateur,vibrateur,Vibrateur,LG-202603-001446,,,1.0,AUTO,2,299375.0,2024-2024,OUI
Vidange de fosse septique vehicule 18000,vidange fosse septique vehicule,vidange_fosse_septique_vehicule_18000,Vidange de fosse septique vehicule 18000,LG-202603-001451,Transport et vehicules,Vidange,1.0,AUTO,2,31333.5,2024-2024,OUI
Vidange de fosse septique vehicule 19000,vidange fosse septique vehicule,vidange_fosse_septique_vehicule_18000,Vidange de fosse septique vehicule 18000,LG-202603-001451,Transport et vehicules,Vidange,1.0,AUTO,2,38500.0,2024-2024,OUI
"Vis à tête ronde M6x60 ( paquets) de 100 
pièces",vis tête ronde pièces,vis_tete_ronde_m6x60_paquets_100_pieces,Vis à tête ronde M6x60 ( paquets) de 100 pièces,LG-202603-001471,,,1.0,AUTO,2,2802.5,2024-2024,OUI
Vitre anti‑solaire 4mm,vitre anti solaire,vitre_anti-solaire_4mm,Vitre anti-solaire 4mm,LG-202603-001472,Construction,Vitre,1.0,AUTO,2,16875.0,2023-2023,OUI
Vitre anti‑solaire 6mm,vitre anti solaire,vitre_anti-solaire_4mm,Vitre anti-solaire 4mm,LG-202603-001472,Construction,Vitre,1.0,AUTO,2,19250.0,2023-2023,OUI
"Abonnement au journal Challenger 
(10% de reduction de 0 à100 journaux, 
15% de reduction de 100 à 200, 200 et 
plus 20% de reduction,)",journal challenger,"abonnement_journal_challenger_10%_reduction_0_a100_journaux,_15%_reduction_100_200,_200_plus_20%_reduction,","Abonnement au journal Challenger(10% de reduction de 0 à100 journaux, 15% de reduction de 100 à 200, 200 et plus 20% de reduction,)",LG-202603-000006,Presse et abonnements,Journal,1.0,AUTO,1,31500.0,2024-2024,OUI
"Abonnement au journal Challenger(10% de reduction de 0 à100 journaux, 15% de reduction de 100 à 200, 200 et plus 20% de reduction,)",journal challenger,"abonnement_journal_challenger_10%_reduction_0_a100_journaux,_15%_reduction_100_200,_200_plus_20%_reduction,","Abonnement au journal Challenger(10% de reduction de 0 à100 journaux, 15% de reduction de 100 à 200, 200 et plus 20% de reduction,)",LG-202603-000006,Presse et abonnements,Journal,1.0,AUTO,1,37333.0,2024-2024,OUI
"Abonnement au journal Challenger(10% de reduction de 0 à100 journaux,15% de reduction de 100 à 200, 200 etplus 20% de reduction,)",journal challenger,"abonnement_journal_challenger_10%_reduction_0_a100_journaux,_15%_reduction_100_200,_200_plus_20%_reduction,","Abonnement au journal Challenger(10% de reduction de 0 à100 journaux, 15% de reduction de 100 à 200, 200 et plus 20% de reduction,)",LG-202603-000006,Presse et abonnements,Journal,1.0,AUTO,1,32733.0,2023-2023,OUI
"Agrafes 10 ( 1000 punti/staples) Globe 
Star",agrafes globe star,agrafes_10_1000_punti_staples_globe_star,Agrafes 10 ( 1000 punti/staples) Globe Star,LG-202603-000032,Fournitures bureau,Agrafe,1.0,AUTO,1,2750.0,2024-2024,OUI
Agrafes 10 ( 1000punti/staples) Globe Star,agrafes globe star,agrafes_10_1000_punti_staples_globe_star,Agrafes 10 ( 1000 punti/staples) Globe Star,LG-202603-000032,Fournitures bureau,Agrafe,1.0,AUTO,1,3250.0,2026-2026,OUI
Agrafes 23/17( 1000punti/staples),agrafes,agrafes_23_17_1000_punti_staples,Agrafes 23/17( 1000 punti/staples),LG-202603-000034,Fournitures bureau,Agrafe,1.0,AUTO,1,8000.0,2026-2026,OUI
Agrafes 23/8( 1000punti/staples) Importé,agrafes importé,agrafes_23_8_1000_punti_staples,Agrafes 23/8( 1000 punti/staples) Importé,LG-202603-000035,Fournitures bureau,Agrafe,1.0,AUTO,1,6000.0,2026-2026,OUI
Agrafes 24/6 ( 1000punti/staples),agrafes,agrafes_23_17_1000_punti_staples,Agrafes 23/17( 1000 punti/staples),LG-202603-000034,Fournitures bureau,Agrafe,1.0,AUTO,1,4667.0,2026-2026,OUI
Agrafes 26/4( 1000punti/staples),agrafes,agrafes_23_17_1000_punti_staples,Agrafes 23/17( 1000 punti/staples),LG-202603-000034,Fournitures bureau,Agrafe,1.0,AUTO,1,5000.0,2026-2026,OUI
Agrafes 8/4 ( 1000punti/staples),agrafes,agrafes_23_17_1000_punti_staples,Agrafes 23/17( 1000 punti/staples),LG-202603-000034,Fournitures bureau,Agrafe,1.0,AUTO,1,6250.0,2026-2026,OUI
"Barreau en acier rapide ARS carré de 
8x8",barreau acier rapide ars carré,barreau_acier_rapide_ars_carre_10x10,Barreau en acier rapide ARS carré de 10x10,LG-202603-000102,Construction,Acier,1.0,AUTO,1,7000.0,2023-2023,OUI
Bazin riche getsner,bazin riche getsner,bazin_riche_getsner_frais_teinture,Bazin riche getsner(frais de teinture),LG-202603-000114,Textile,Bazin,1.0,AUTO,1,10500.0,2024-2024,OUI
Bois,bois,bois,Bois,LG-202603-000177,Construction,Bois,1.0,AUTO,1,1000.0,2023-2023,OUI
"Câble de distribution U1000R 02 V 
1x150 mm2",câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,10400.0,2023-2023,OUI
Câble de distribution U1000R 02 V 1x150mm2,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,17400.0,2026-2026,OUI
"Câble de distribution U1000R 02 V 
1x240 mm2",câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,15900.0,2023-2023,OUI
Câble de distribution U1000R 02 V 4x50mm2,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,16200.0,2026-2026,OUI
Câble de distribution U1000R 02 V 5x10mm2,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,12400.0,2026-2026,OUI
